transcript_id	symbol	cds_start	cds_stop	transcript_length	cds_length	length_5utr	length_3utr	isopct	expected_counts	tpm
NM_172589	Lhfpl2	371	1040	4348	669	371	3308	100.00	72.00	28.88
NM_026410	Cdca5	66	861	1906	795	66	1045	100.00	1.00	0.33
NM_001013372	Nrp	99	507	1170	408	99	663	100.00	4.44	3.23
NM_001271585	Dnajc5	304	901	4405	597	304	3504	33.33	302.33	138.42
NM_013820	Hk2	474	3228	5511	2754	474	2283	100.00	16.00	1.40
NM_178211	Hist1h4k	48	360	409	312	48	49	100.00	17.53	18.23
NM_138753	Hexim1	597	1668	3400	1071	597	1732	100.00	357.00	84.64
NM_010194	Fes	119	2588	2762	2469	119	174	100.00	3.00	0.29
NM_021360	Neurl1a	647	2372	4158	1725	647	1786	100.00	175.00	24.92
NM_177919	Tceal5	179	782	1016	603	179	234	100.00	27.02	12.23
NM_001110251	Hmbs	179	1214	1538	1035	179	324	100.00	51.00	12.55
NM_013734	Atp1a4	96	3195	3485	3099	96	290	100.00	1.14	0.09
NM_008057	Fzd7	813	2532	4809	1719	813	2277	100.00	82.01	11.72
NM_009741	Bcl2	1410	2121	7209	711	1410	5088	100.00	4.00	1.50
NM_201637	Chd8	0	7749	8190	7749	0	441	100.00	440.00	13.39
NM_001286013	Dlk2	206	1355	1528	1149	206	173	50.00	15.00	3.30
NM_024287	Rab6a	638	1265	3214	627	638	1949	95.01	2050.37	886.50
NM_080433	Fezf2	332	1700	2304	1368	332	604	100.00	154.00	28.04
NM_027283	1700026L06Rik	103	610	671	507	103	61	100.00	1.00	0.56
NM_025434	Mrps28	61	622	722	561	61	100	100.00	118.00	58.14
NM_144522	Tbc1d10b	105	2502	3614	2397	105	1112	100.00	420.00	42.40
NM_001013386	Rasl10b	661	1273	3481	612	661	2208	100.00	38.00	16.90
NM_175687	A230050P20Rik	274	1147	1683	873	274	536	100.00	100.08	29.71
NM_001081227	6330403A02Rik	175	601	6557	426	175	5956	100.00	555.00	382.61
NM_001110496	Tmem87a	56	1736	2924	1680	56	1188	100.00	325.00	47.58
NM_198119	Lrrc24	242	1808	1904	1566	242	96	100.00	107.00	16.87
NM_001024474	Diras2	453	1053	4348	600	453	3295	100.00	960.86	437.34
NM_178789	Tmem117	144	1689	2781	1545	144	1092	100.00	35.00	5.60
NM_029553	Ttc8	96	1614	2278	1518	96	664	100.00	48.00	7.82
NM_008753	Oaz1	104	789	1075	685	104	286	100.00	383.00	149.51
NM_175028	Adnp2	130	3628	4188	3498	130	560	100.00	108.00	7.38
NM_001033233	Tmprss11a	135	1305	2657	1170	135	1352	100.00	3.00	0.65
NM_024248	Cars2	94	1753	1850	1659	94	97	100.00	32.00	4.75
NM_011421	Smpd1	172	2056	2412	1884	172	356	100.00	452.00	58.66
NM_019413	Robo1	991	5830	7568	4839	991	1738	100.00	357.93	17.56
NM_007782	Csf3r	256	2770	3907	2514	256	1137	100.00	17.00	1.63
NM_013592	Matn4	370	2245	2508	1875	370	263	50.00	43.49	5.67
NM_001081309	Pik3r4	437	4514	4884	4077	437	370	100.00	122.00	7.13
NM_001165982	Dcaf17	250	1111	2529	861	250	1418	57.98	8.12	2.45
NM_025473	Fam3a	587	1280	1900	693	587	620	100.00	69.00	26.58
NM_024190	Chmp1b	142	742	2529	600	142	1787	100.00	173.05	78.76
NM_011986	Ncdn	426	2616	3701	2190	426	1085	100.00	13170.00	1460.37
NM_177052	Kif6	65	2474	3528	2409	65	1054	100.00	12.00	1.21
NM_172924	Peak1	452	5660	10979	5208	452	5319	100.00	124.00	5.65
NM_144857	Rrp36	22	703	1200	681	22	497	100.00	45.00	17.68
NM_025433	Rpl7l1	24	765	2606	741	24	1841	100.00	158.00	56.39
NM_008363	Irak1	176	2309	3831	2133	176	1522	50.00	15.50	1.77
NM_027399	Steap1	102	1122	1216	1020	102	94	100.00	42.00	10.50
NM_181854	Champ1	217	2626	4013	2409	217	1387	100.00	253.00	25.41
NM_013805	Cldn5	149	806	1416	657	149	610	100.00	34.00	13.93
NM_010937	Nras	173	743	4470	570	173	3727	100.00	70.96	34.31
NM_015797	Fbxo6	867	1755	1955	888	867	200	20.00	12.20	3.55
NM_001177439	Tldc2	0	639	639	639	0	0	100.00	1.00	0.42
NM_009902	Cldn3	231	891	1263	660	231	372	100.00	3.00	1.22
NM_001081268	Prss53	54	1713	2531	1659	54	818	100.00	2.00	0.30
NM_008234	Hells	103	2569	3019	2466	103	450	100.00	6.00	0.59
NM_001001295	Dis3l	126	3288	3575	3162	126	287	100.00	71.00	5.38
NM_028199	Plxdc1	130	1633	2884	1503	130	1251	100.00	55.00	9.06
NM_021509	Moxd1	87	1929	3083	1842	87	1154	100.00	90.00	11.96
NM_001286062	Angpt1	516	2010	4313	1494	516	2303	100.00	19.00	3.15
NM_134115	Stk38	229	1627	3288	1398	229	1661	100.00	32.00	5.69
NM_028994	Pck2	138	2142	3400	2004	138	1258	100.00	117.00	14.23
NM_009443	Tgoln1	278	1340	5024	1062	278	3684	100.00	1003.00	240.01
NM_173440	Nrip1	723	4209	4529	3486	723	320	100.00	175.00	12.00
NM_001144993	2810459M11Rik	100	961	3328	861	100	2367	75.59	24.92	7.51
NM_001198985	Tjp2	126	3699	4622	3573	126	923	100.00	77.00	5.15
NM_009458	Ube2b	130	589	2125	459	130	1536	100.00	768.00	482.37
NM_001253682	Trpc4	233	2906	3221	2673	233	315	37.62	104.38	9.41
NM_001081328	Chsy3	337	2992	3882	2655	337	890	100.00	42.00	3.81
NM_024260	Ccdc132	130	3025	3777	2895	130	752	100.00	255.00	21.17
NM_182996	Zfp692	262	1858	1949	1596	262	91	50.00	8.00	1.24
NM_001289660	Upp2	84	1062	2203	978	84	1141	100.00	11.00	2.88
NM_009030	Rbbp4	137	1415	4407	1278	137	2992	100.00	723.00	141.61
NM_011185	Psmb1	14	737	1036	723	14	299	100.00	1039.00	381.32
NM_182841	Tmem150c	353	1103	3083	750	353	1980	100.00	180.00	63.37
NM_025958	Cand2	54	3762	5453	3708	54	1691	100.00	18.00	1.16
NM_028052	Synpr	205	1063	2551	858	205	1488	100.00	921.01	278.77
NM_198620	Rundc3b	340	1567	3675	1227	340	2108	100.00	139.00	28.44
NM_001177595	Slc8b1	149	1808	2725	1659	149	917	54.12	5.87	0.87
NM_021536	Rhot1	193	2089	4137	1896	193	2048	63.73	169.53	21.86
NM_019874	Dnajb5	81	1128	2309	1047	81	1181	100.00	314.00	76.31
NM_172857	Exd1	768	2481	3143	1713	768	662	100.00	5.00	0.72
NM_133886	AU040320	254	3401	4384	3147	254	983	100.00	257.00	19.58
NM_183161	Slc17a9	21	1365	2197	1344	21	832	100.00	1.00	0.19
NM_027231	Polr2f	90	474	569	384	90	95	100.00	98.00	77.14
NM_025449	Nicn1	74	716	2103	642	74	1387	100.00	284.00	119.47
NM_010279	Gfra1	447	1854	4664	1407	447	2810	88.61	283.03	50.01
NM_148932	Pom121	41	3644	5581	3603	41	1937	100.00	119.00	7.89
NM_001205391	Atg16l1	189	2061	3180	1872	189	1119	100.00	140.00	18.29
NM_026404	Slc35a4	1099	2074	2843	975	1099	769	50.00	12.00	3.15
NM_007970	Ezh1	130	2383	4207	2253	130	1824	100.00	134.00	14.43
NM_010070	Dok1	41	1490	1805	1449	41	315	100.00	9.00	1.54
NM_177161	P4ha3	13	1642	2361	1629	13	719	100.00	13.00	1.97
NM_010155	Erf	158	1814	3503	1656	158	1689	100.00	99.98	14.86
NM_134129	Prpf19	219	1734	6161	1515	219	4427	67.20	547.86	89.48
NM_145540	Ints3	686	3812	4460	3126	686	648	50.00	203.00	15.57
NM_025760	Ptplad2	56	755	2089	699	56	1334	100.00	16.00	6.10
NM_011876	Twf2	152	1202	1594	1050	152	392	100.00	221.00	53.54
NM_009234	Sox11	310	1498	8451	1188	310	6953	100.00	80.00	16.95
NM_023630	Gtf2a1l	51	1458	1619	1407	51	161	100.00	1.00	0.18
NM_138683	Rspo1	482	1280	1834	798	482	554	100.00	2.00	0.66
NM_001276403	Lef1	21	1017	2305	996	21	1288	61.77	7.41	1.90
NM_013586	Loxl3	93	2358	4049	2265	93	1691	100.00	31.00	3.32
NM_175091	Tnks	25	3988	6444	3963	25	2456	100.00	630.00	37.90
NM_172911	D8Ertd82e	288	4410	4780	4122	288	370	100.00	136.00	7.86
NM_172784	Lrp11	252	1704	3397	1452	252	1693	100.00	411.00	70.23
NM_010240	Ftl1	255	807	970	552	255	163	100.00	201.00	100.95
NM_174998	Hpcal4	232	808	4652	576	232	3844	100.00	3760.52	1795.79
NM_133797	4833439L19Rik	368	1280	2674	912	368	1394	46.72	75.87	21.46
NM_145625	Eif4b	178	2014	3854	1836	178	1840	100.00	474.00	63.20
NM_175137	Vars2	319	3502	4424	3183	319	922	100.00	33.00	2.49
NM_177157	Gchfr	50	305	629	255	50	324	100.00	3.00	4.18
NM_001162903	Ccdc71l	195	852	4155	657	195	3303	100.00	50.00	20.48
NM_173740	Maoa	143	1724	4161	1581	143	2437	100.00	119.00	18.58
NM_001109985	Nos1ap	485	1997	2973	1512	485	976	91.38	405.20	66.32
NM_025735	Map1lc3a	243	609	1045	366	243	436	100.00	808.00	677.19
NM_145462	Haus4	206	1298	1587	1092	206	289	100.00	10.00	2.32
NM_001290543	Acer2	75	735	1175	660	75	440	100.00	4.00	1.63
NM_153541	Zbtb8b	85	1540	3288	1455	85	1748	100.00	17.00	2.90
NM_029202	Ankrd7	165	1005	1188	840	165	183	100.00	2.00	0.62
NM_001109747	Cenpw	60	321	1512	261	60	1191	100.00	25.00	33.66
NM_025858	Shisa5	128	836	1920	708	128	1084	71.60	88.40	33.23
NM_176839	Abcc5	199	826	1176	627	199	350	78.00	71.97	31.12
NM_001081041	Vps51	9	2358	2631	2349	9	273	100.00	279.00	28.76
NM_023622	Rgl3	56	2186	2550	2130	56	364	100.00	1.00	0.11
NM_001170743	Wdr59	126	3108	5168	2982	126	2060	100.00	118.00	9.50
NM_145711	Tox	232	1813	2852	1581	232	1039	100.00	98.00	15.30
NM_025556	Coprs	36	558	802	522	36	244	100.00	91.00	48.86
NM_173764	Tapt1	3	1698	3489	1695	3	1791	100.00	129.00	18.71
NM_025745	Erlec1	56	1508	3501	1452	56	1993	100.00	362.00	61.86
NM_001163422	Tatdn3	75	645	1125	570	75	480	63.58	13.35	6.46
NM_022030	Sv2a	424	2653	3917	2229	424	1264	100.00	1900.99	206.95
NM_198422	Paqr3	153	1089	1375	936	153	286	100.00	79.00	21.71
NM_009070	Rnps1	292	1210	1922	918	292	712	50.00	229.50	64.44
NM_021399	Bcl11b	271	2710	7707	2439	271	4997	62.48	217.42	21.56
NM_172520	Arhgef19	305	2714	3397	2409	305	683	100.00	16.00	1.61
NM_001005419	Ado	182	953	4445	771	182	3492	100.00	94.00	32.07
NM_008133	Glud1	171	1848	3158	1677	171	1310	100.00	705.00	103.41
NM_010817	Psmd7	130	1096	1600	966	130	504	100.00	451.00	119.72
NM_211138	Pcyt1b	248	1358	4875	1110	248	3517	100.00	126.00	28.73
NM_007940	Ephx2	87	1752	2062	1665	87	310	100.00	102.00	15.08
NM_026639	Art4	357	1260	2384	903	357	1124	100.00	2.00	0.57
NM_007901	S1pr1	518	1667	3029	1149	518	1362	100.00	333.00	73.15
NM_001252508	D430019H16Rik	268	520	5786	252	268	5266	100.00	192.00	272.69
NM_172410	Nup93	97	2557	2928	2460	97	371	100.00	121.00	11.89
NM_172279	Mark4	0	2259	2259	2259	0	0	100.00	173.99	18.68
NM_023525	Cad	175	6853	7137	6678	175	284	84.64	61.88	2.19
NM_022724	Suv39h2	40	1474	4282	1434	40	2808	100.00	8.00	1.39
NM_178710	Sik2	198	2994	3552	2796	198	558	100.00	123.00	10.59
NM_029005	Mlkl	384	1779	2006	1395	384	227	100.00	1.00	0.18
NM_007393	Actb	109	1237	1920	1128	109	683	100.00	13494.04	3024.07
NM_011580	Thbs1	228	3744	5848	3516	228	2104	100.00	58.00	3.94
NM_013676	Supt5	34	3283	3511	3249	34	228	100.00	483.00	35.62
NM_009284	Stat6	285	2799	3805	2514	285	1006	100.00	14.00	1.35
NM_023119	Eno1	153	1458	1776	1305	153	318	100.00	414.61	79.40
NM_030890	Prrt1	0	921	921	921	0	0	100.00	1158.00	323.99
NM_025850	Fank1	67	1102	1974	1035	67	872	100.00	13.00	3.20
NM_001037722	Adam15	141	2736	3007	2595	141	271	56.14	85.28	7.93
NM_146243	Actr2	99	1284	3669	1185	99	2385	100.00	2449.00	520.32
NM_177610	Duox2	0	4554	4554	4554	0	0	100.00	4.00	0.21
NM_026937	Ascc1	127	1198	1488	1071	127	290	50.00	52.50	12.45
NM_020596	Egr4	145	1582	2100	1437	145	518	100.00	78.32	13.53
NM_009944	Cox7a1	60	303	366	243	60	63	100.00	13.00	19.53
NM_027852	Rarres2	232	721	842	489	232	121	100.00	75.00	43.58
NM_146018	Flcn	518	2258	3460	1740	518	1202	33.33	32.67	4.61
NM_026382	Snrnp48	34	1048	1789	1014	34	741	100.00	18.00	4.53
NM_001281812	Plcxd1	273	999	3318	726	273	2319	100.00	11.00	4.02
NM_027879	Cdc40	68	1808	3365	1740	68	1557	100.00	349.00	49.24
NM_026667	Fam114a1	78	1788	2949	1710	78	1161	100.00	20.00	2.87
NM_009680	Ap3b1	144	3462	4020	3318	144	558	100.00	283.00	20.42
NM_001033383	Zfp865	307	3484	3958	3177	307	474	91.79	54.55	4.12
NM_025912	Fam210b	85	658	3605	573	85	2947	100.00	94.00	45.17
NM_027947	Zbtb43	165	1680	5089	1515	165	3409	96.14	38.57	6.30
NM_001093749	Mpzl3	62	776	1035	714	62	259	100.00	9.00	3.35
NM_178613	Gskip	93	528	2786	435	93	2258	100.00	78.00	52.38
NM_001013368	E2f8	490	3073	3691	2583	490	618	100.00	2.00	0.19
NM_011600	Tle4	771	3093	4755	2322	771	1662	61.34	138.80	14.48
NM_026238	Narfl	46	1477	2555	1431	46	1078	100.00	84.00	14.58
NM_008846	Pip5k1b	195	1815	2573	1620	195	758	100.00	138.02	21.00
NM_009105	Rsu1	219	1053	1591	834	219	538	100.00	185.00	57.80
NM_026572	Gcsh	23	536	1337	513	23	801	100.00	70.00	38.38
NM_001177938	Eda	175	1342	4946	1167	175	3604	100.00	15.00	3.24
NM_021530	Slc4a8	183	3453	11793	3270	183	8340	100.00	279.08	20.44
NM_025837	Mpi	33	1305	1757	1272	33	452	100.00	206.00	40.55
NM_174987	Coa6	186	426	763	240	186	337	100.00	49.00	75.08
NM_139139	Dnajc17	30	942	1008	912	30	66	100.00	49.00	13.86
NM_001289571	Sass6	200	2060	4232	1860	200	2172	100.00	28.00	3.68
NM_001271523	Lsp1	1012	1261	1911	249	1012	650	77.56	2.32	3.36
NM_007399	Adam10	223	2473	4608	2250	223	2135	100.00	409.00	44.09
NM_024241	Kif24	163	4234	5598	4071	163	1364	100.00	2.00	0.12
NM_177909	Slc9a9	170	2105	3492	1935	170	1387	100.00	79.00	9.97
NM_028756	Slc35a5	312	1626	4200	1314	312	2574	100.00	154.00	29.28
NM_001008420	Cdh12	202	2587	5639	2385	202	3052	100.00	115.00	11.67
NM_029851	Dync2h1	89	13010	13972	12921	89	962	100.00	173.00	3.14
NM_026503	1110058L19Rik	40	355	667	315	40	312	100.00	150.00	153.95
NM_011715	Wdr1	64	1885	2878	1821	64	993	100.00	975.00	131.13
NM_022012	Map3k11	730	3283	3803	2553	730	520	100.00	14.00	1.32
NM_028031	Zdhhc13	108	1977	2407	1869	108	430	100.00	134.00	17.54
NM_001111118	Rad51ap2	0	2931	3175	2931	0	244	100.00	5.00	0.41
NM_144514	Commd1	29	596	818	567	29	222	100.00	187.00	90.98
NM_153176	Spg7	19	2365	2558	2346	19	193	100.00	95.00	9.81
NM_023420	Col4a3bp	429	2304	5363	1875	429	3059	84.27	114.56	14.94
NM_175606	Hopx	290	512	1265	222	290	753	33.33	67.00	116.44
NM_030689	Nptxr	126	1608	4949	1482	126	3341	100.00	2553.93	427.02
NM_009525	Wnt5b	424	1504	2371	1080	424	867	33.33	1.33	0.31
NM_023312	Ndufa13	775	1210	1249	435	775	39	100.00	663.00	445.21
NM_012018	Cntrl	169	7171	7612	7002	169	441	100.00	5.00	0.17
NM_001289814	Dgcr6	87	684	1355	597	87	671	73.17	72.73	33.30
NM_201367	Gpr176	232	1780	3911	1548	232	2131	100.00	35.00	5.59
NM_030165	Csgalnact2	382	2011	3661	1629	382	1650	100.00	18.00	2.72
NM_022984	Retn	84	429	1138	345	84	709	50.00	0.50	0.45
NM_001163553	Ap4b1	428	2561	2826	2133	428	265	54.07	28.66	3.27
NM_153415	Pomt2	274	2737	5064	2463	274	2327	100.00	74.00	7.26
NM_026121	Bag4	38	1412	4797	1374	38	3385	100.00	241.00	43.68
NM_001122683	Bdh1	278	1310	3117	1032	278	1807	50.00	111.00	27.40
NM_029342	Nhej1	0	498	846	498	0	348	100.00	1.00	0.57
NM_153570	Noc4l	43	1594	2039	1551	43	445	100.00	90.00	14.34
NM_001033360	Gpr101	289	1825	5410	1536	289	3585	100.00	83.00	13.36
NM_025793	Wdr45b	154	1189	2344	1035	154	1155	100.00	121.00	29.78
NM_175294	Nucks1	276	981	6096	705	276	5115	55.67	466.94	176.37
NM_133663	Itgb4	440	5699	6010	5259	440	311	100.00	75.00	3.38
NM_011250	Rbl2	119	3527	4925	3408	119	1398	100.00	120.00	8.42
NM_008537	Amacr	54	1200	2575	1146	54	1375	100.00	58.00	12.78
NM_001033484	Iqgap3	5	4904	5676	4899	5	772	100.00	2.00	0.10
NM_028759	Dcaf6	236	2867	3305	2631	236	438	100.00	258.00	23.65
NM_001290555	Pja1	307	2155	2986	1848	307	831	69.35	927.02	122.77
NM_001172206	Arid5a	100	1870	5696	1770	100	3826	54.64	10.65	1.48
NM_001145452	Arhgef33	195	2748	3261	2553	195	513	100.00	4.00	0.38
NM_009413	Tpd52l1	191	806	1267	615	191	461	100.00	153.00	67.66
NM_146027	Scrn2	104	1382	1518	1278	104	136	100.00	12.00	2.35
NM_001039103	Rasa4	197	2468	2777	2271	197	309	100.00	3.00	0.32
NM_001162532	Fam174b	196	658	2678	462	196	2020	100.00	34.00	21.18
NM_010501	Ifit3	71	1283	1998	1212	71	715	100.00	4.00	0.83
NM_010886	Ndufa4	81	330	492	249	81	162	100.00	2558.32	3701.17
NM_001007589	Akirin2	430	1036	1719	606	430	683	100.00	364.19	163.85
NM_001003972	Senp7	135	900	1231	765	135	331	51.24	42.46	14.62
NM_008598	Mgmt	89	725	819	636	89	94	100.00	7.00	2.98
NM_007622	Cbx1	255	813	1274	558	255	461	100.00	248.00	122.96
NM_001167996	1110032F04Rik	122	866	2578	744	122	1712	100.00	28.00	9.95
NM_172962	Ddr1	258	2883	3694	2625	258	811	54.74	170.70	15.68
NM_001170694	Rcbtb2	283	1939	3394	1656	283	1455	50.00	30.50	4.53
NM_009677	Ap1g1	383	2861	6875	2478	383	4014	100.00	435.00	42.42
NM_144491	Dph1	24	1341	2103	1317	24	762	100.00	86.00	16.31
NM_133771	Memo1	111	1005	1499	894	111	494	100.00	94.00	27.18
NM_007447	Ang	492	930	1098	438	492	168	50.00	1.00	0.67
NM_001081195	Arid4a	247	4033	5780	3786	247	1747	100.00	181.00	11.41
NM_010687	Large	1157	3428	4654	2271	1157	1226	100.00	354.00	37.80
NM_001164676	Zfp229	347	2465	4526	2118	347	2061	100.00	13.49	1.55
NM_025706	Tbc1d15	82	2098	3779	2016	82	1681	100.00	169.00	20.43
NM_011338	Ccl9	172	541	3008	369	172	2467	100.00	9.00	7.46
NM_025375	Wbscr22	257	1103	1516	846	257	413	100.00	67.00	20.60
NM_027013	Scnm1	117	678	872	561	117	194	63.41	65.49	32.26
NM_011893	Sh3bp2	122	1802	2945	1680	122	1143	100.00	11.00	1.61
NM_010757	Mafk	221	692	2825	471	221	2133	100.00	17.00	10.34
NM_001289895	Tns1	2	5606	9905	5604	2	4299	100.00	46.00	1.94
NM_026976	Faim3	83	1352	1491	1269	83	139	100.00	3.00	0.59
NM_016894	Ramp1	267	714	2549	447	267	1835	89.66	233.22	151.37
NM_016863	Fkbp1b	160	487	980	327	160	493	100.00	124.00	120.88
NM_007578	Cacna1a	281	7388	7929	7107	281	541	59.65	127.64	4.24
NM_027147	Enho	548	779	1247	231	548	468	100.00	27.00	43.97
NM_019727	Snx1	121	1687	2079	1566	121	392	100.00	425.00	67.02
NM_145611	Kank2	143	2675	4853	2532	143	2178	100.00	19.00	1.81
NM_019564	Htra1	69	1512	2039	1443	69	527	100.00	1345.00	231.35
NM_175324	Acad11	58	2398	3348	2340	58	950	100.00	135.00	13.97
NM_001110830	Rbfox2	256	1390	6562	1134	256	5172	26.49	170.49	37.99
NM_007456	Ap1m1	184	1456	2085	1272	184	629	100.00	229.01	45.08
NM_027604	Usp15	104	3050	11549	2946	104	8499	53.24	220.90	18.02
NM_010750	Mab21l1	484	1564	2778	1080	484	1214	100.00	2.00	0.47
NM_001267593	Kcnj12	343	1627	4427	1284	343	2800	72.07	10.09	1.97
NM_009842	Cd151	358	1120	1904	762	358	784	33.33	21.00	7.26
NM_001081191	Eml5	456	6390	10136	5934	456	3746	100.00	23.00	0.92
NM_020295	Lmbr1	198	1671	4932	1473	198	3261	100.00	81.00	13.63
NM_010686	Laptm5	14	800	2398	786	14	1598	100.00	145.00	48.41
NM_026507	Zwilch	40	1831	2784	1791	40	953	100.00	11.00	1.51
NM_001283028	Spin1	335	1124	4525	789	335	3401	33.33	168.33	55.96
NM_145928	Tspan14	138	951	2582	813	138	1631	100.00	102.00	32.79
NM_021499	Wdr8	73	1462	1600	1389	73	138	100.00	112.00	20.06
NM_001099624	Rapgef2	51	4536	6561	4485	51	2025	100.00	657.78	34.87
NM_029045	4930432K21Rik	381	2184	2494	1803	381	310	100.00	16.00	2.17
NM_001033341	Zfp407	127	6868	7908	6741	127	1040	100.00	104.00	3.64
NM_177214	Snrnp200	90	6501	6740	6411	90	239	100.00	579.00	21.34
NM_170669	Rps15a	17	410	5134	393	17	4724	100.00	340.00	259.74
NM_138670	Mpst	194	1088	1426	894	194	338	33.33	27.67	8.00
NM_008450	Klc1	195	1824	2381	1629	195	557	89.10	1208.70	182.82
NM_001113387	Myl1	88	541	817	453	88	276	100.00	1.00	0.64
NM_008718	Npas1	192	1977	2091	1785	192	114	100.00	35.00	4.81
NM_177645	Kansl1l	251	3095	4628	2844	251	1533	100.00	44.00	3.72
NM_001017968	Zdhhc18	40	1183	2847	1143	40	1664	100.00	52.00	11.49
NM_001168373	Usp19	356	4325	4706	3969	356	381	72.11	417.69	25.09
NM_025668	Spcs2	6	687	2815	681	6	2128	100.00	442.00	173.71
NM_144858	Dus3l	105	2019	2304	1914	105	285	100.00	123.00	15.70
NM_026111	Qpctl	11	1163	2100	1152	11	937	100.00	65.00	14.24
NM_173733	Suox	78	1719	2349	1641	78	630	100.00	35.00	5.25
NM_001146211	Mrps10	20	623	1017	603	20	394	53.54	52.33	23.68
NM_027215	Tmem147	114	789	868	675	114	79	100.00	243.00	96.47
NM_028077	1810055G02Rik	415	1594	1882	1179	415	288	100.00	48.00	10.25
NM_001160410	Scrt2	521	1457	3395	936	521	1938	100.00	50.56	13.90
NM_145371	Eif2b1	118	1036	2012	918	118	976	100.00	120.00	33.70
NM_011818	Gmcl1	214	1789	2944	1575	214	1155	100.00	48.00	7.52
NM_211358	Slc35c1	596	1688	3138	1092	596	1450	100.00	28.00	6.50
NM_028116	Pygo1	262	1516	1745	1254	262	229	100.00	113.00	22.59
NM_172884	2900026A02Rik	205	1132	5838	927	205	4706	100.00	64.00	17.78
NM_175477	Zfp574	257	2960	4195	2703	257	1235	50.00	64.50	5.75
NM_001199330	AI987944	307	1519	2931	1212	307	1412	100.00	29.79	6.18
NM_012026	Arhgef28	104	5207	6259	5103	104	1052	100.00	243.00	11.29
NM_177798	Frs2	355	1882	5684	1527	355	3802	100.00	78.00	12.63
NM_011072	Pfn1	170	593	870	423	170	277	100.00	1476.00	1026.64
NM_030068	Iqch	76	3205	3591	3129	76	386	100.00	1.00	0.08
NM_010019	Dapk2	121	1234	1769	1113	121	535	100.00	5.00	1.14
NM_011668	Ube3a	687	3300	5097	2613	687	1797	78.49	607.82	56.11
NM_175543	Rab11fip4	64	1972	3145	1908	64	1173	100.00	323.00	41.37
NM_007471	App	149	2237	3132	2088	149	895	96.69	13698.27	1596.41
NM_001142411	Zfp937	97	1609	6920	1512	97	5311	100.00	22.22	3.64
NM_027244	Ndufa11	78	510	2661	432	78	2151	100.00	458.00	310.23
NM_001163671	Mapk9	273	1545	4677	1272	273	3132	53.36	223.92	44.08
NM_007508	Atp6v1a	72	1926	3946	1854	72	2020	100.00	3630.00	479.09
NM_010136	Eomes	471	2595	3715	2124	471	1120	100.00	14.00	1.60
NM_001130000	Cep250	200	7508	7977	7308	200	469	100.00	34.00	1.10
NM_007766	Pcdha4	77	2921	5322	2844	77	2401	100.00	53.72	4.54
NM_001252333	Sept8	274	1558	4441	1284	274	2883	61.89	572.68	111.60
NM_008677	Ncf4	245	1265	1454	1020	245	189	100.00	2.00	0.50
NM_001164630	Mum1l1	979	3025	4600	2046	979	1575	20.00	9.80	1.17
NM_009984	Ctsl	296	1301	3509	1005	296	2208	100.00	785.00	199.52
NM_018789	Foxo4	293	1811	3162	1518	293	1351	100.00	19.00	3.10
NM_029665	Ipo11	162	3090	4282	2928	162	1192	100.00	443.00	36.36
NM_001033773	Ube2u	315	1374	1517	1059	315	143	100.00	3.14	0.75
NM_177775	Esyt3	141	2817	4491	2676	141	1674	100.00	5.00	0.45
NM_053015	Mlph	178	1951	4484	1773	178	2533	100.00	3.00	0.41
NM_001145552	2310045N01Rik	237	600	2188	363	237	1588	100.00	66.00	55.92
NM_028785	Dock8	122	6425	7810	6303	122	1385	100.00	22.00	0.83
NM_010799	Minpp1	172	1618	2619	1446	172	1001	100.00	181.99	31.24
NM_026376	Plxnd1	200	5978	6907	5778	200	929	100.00	63.00	2.58
NM_001039244	Gm7120	163	880	1812	717	163	932	50.00	27.00	10.00
NM_009053	Rfng	42	1041	2118	999	42	1077	100.00	68.00	17.40
NM_026964	Ccdc124	43	697	911	654	43	214	100.00	240.00	98.82
NM_007637	Cct5	141	1767	1895	1626	141	128	100.00	927.00	140.48
NM_001284248	Hdac5	826	4192	4314	3366	826	122	70.67	120.40	8.56
NM_177333	Exoc3	60	2328	4596	2268	60	2268	100.00	458.00	48.97
NM_021272	Fabp7	86	485	762	399	86	277	100.00	342.00	256.23
NM_181569	Nprl3	167	1877	2865	1710	167	988	100.00	78.00	11.21
NM_001163628	Lyrm5	386	647	1623	261	386	976	50.00	28.00	37.70
NM_024289	Osbpl5	240	2937	3994	2697	240	1057	100.00	46.00	4.11
NM_029548	Rph3al	33	942	2130	909	33	1188	100.00	5.00	1.42
NM_001270537	Bin2	7	1525	1978	1518	7	453	100.00	16.00	2.61
NM_021459	Isl1	266	1316	2526	1050	266	1210	100.00	11.00	2.67
NM_007757	Cpox	220	1552	3184	1332	220	1632	100.00	163.00	30.54
NM_001145931	Yeats2	192	1128	2347	936	192	1219	46.10	11.91	3.27
NM_025316	Ndufb5	19	589	999	570	19	410	100.00	942.00	455.44
NM_010176	Fah	219	1479	1585	1260	219	106	100.00	96.00	19.09
NM_001080809	Cps1	138	4641	5562	4503	138	921	100.00	4.00	0.21
NM_028036	Tmco6	102	1587	1815	1485	102	228	100.00	25.00	4.17
NM_080451	Synpo2	142	3916	7116	3774	142	3200	100.00	16.00	1.01
NM_001204202	Spp1	104	1037	1472	933	104	435	47.44	17.61	4.86
NM_027395	Basp1	222	903	1855	681	222	952	100.00	1223.00	480.64
NM_001013411	Nkain2	219	846	3205	627	219	2359	100.00	110.00	47.56
