transcript_id	cds_start	cds_stop	transcript_length	cds_length	5utr_length	3utr_length
NM_001033464	   150	  1083	  1094	   933	   150	    11
NM_201371	   412	  1597	  2413	  1185	   412	   816
NM_001080979	   569	  1724	  2947	  1155	   569	  1223
NM_011567	   569	  1853	  3076	  1284	   569	  1223
NM_008021	   171	  2445	  4365	  2274	   171	  1920
NM_001326585	   157	   865	  1516	   708	   157	   651
NM_011657	    73	  1456	  3374	  1383	    73	  1918
NM_021717	   347	  1037	  1896	   690	   347	   859
NM_027697	     9	   936	  1092	   927	     9	   156
NM_010219	   121	  1498	  2167	  1377	   121	   669
NM_001162858	   347	  1160	  1675	   813	   347	   515
NM_133927	    97	  1429	  2299	  1332	    97	   870
NM_001326583	   539	  1247	  1898	   708	   539	   651
NM_001326586	   666	  1374	  2025	   708	   666	   651
NM_001326587	   284	   992	  1643	   708	   284	   651
NM_007376	    56	  4544	  4681	  4488	    56	   137
NM_001001179	    94	  4465	  4698	  4371	    94	   233
NM_001159902	   101	   704	  1175	   603	   101	   471
NM_053165	    57	   714	  2160	   657	    57	  1446
NM_010737	   101	   803	  1274	   702	   101	   471
NM_001159904	    16	   832	  2632	   816	    16	  1800
NM_030599	    69	   741	  2212	   672	    69	  1471
NM_008527	    16	   823	  2623	   807	    16	  1800
NM_020257	    48	   702	  2319	   654	    48	  1617
NM_001289707	    48	   714	  2331	   666	    48	  1617
NM_001289706	    48	   789	  2406	   741	    48	  1617
NM_001254946	   157	   574	  2612	   417	   157	  2038
NM_001289708	   160	   631	  2248	   471	   160	  1617
NM_153506	    30	   681	  2271	   651	    30	  1590
NM_153094	    47	   701	  1708	   654	    47	  1007
NM_001277202	    22	   649	   657	   627	    22	     8
NM_053109	    66	   690	  1214	   624	    66	   524
NM_177686	   177	   981	  2222	   804	   177	  1241
NM_199034	   217	   787	  1566	   570	   217	   779
NM_001033122	    84	   684	  1620	   600	    84	   936
NM_001205364	    93	   807	  3213	   714	    93	  2406
NM_019985	   318	  1008	  1170	   690	   318	   162
NM_001205363	    93	   888	  3294	   795	    93	  2406
NM_027709	    13	   841	  1523	   828	    13	   682
NM_020008	    94	   829	  2279	   735	    94	  1450
NM_172732	    93	   810	  3216	   717	    93	  2406
NM_001204253	   318	   570	   922	   252	   318	   352
NM_175526	   285	  1095	  3268	   810	   285	  2173
NM_001204239	   318	   912	  1074	   594	   318	   162
NM_001204223	    99	   927	  1609	   828	    99	   682
NM_001205365	    93	   612	  2945	   519	    93	  2333
NM_001309637	    94	   694	  2144	   600	    94	  1450
NM_001347475	   285	   906	  3216	   621	   285	  2310
NM_033078	   110	   809	  3272	   699	   110	  2463
NM_010654	    20	   560	   866	   540	    20	   306
NM_020590	   255	   609	  1773	   354	   255	  1164
NM_153590	    99	   780	   913	   681	    99	   133
NM_001286018	    56	   734	  3197	   678	    56	  2463
NM_001081186	   482	  1043	  2875	   561	   482	  1832
NM_001083322	    56	   716	  3179	   660	    56	  2463
NM_001288664	    63	   696	  1881	   633	    63	  1185
NM_001136068	    63	   798	  1983	   735	    63	  1185
NM_177155	    66	   813	  3913	   747	    66	  3100
NM_021378	     0	   666	   666	   666	     0	     0
NM_010653	     0	   717	   717	   717	     0	     0
NM_010652	    63	   747	  1932	   684	    63	  1185
NM_001098669	    40	   682	   707	   642	    40	    25
NM_001012520	    10	   757	   838	   747	    10	    81
NM_001014997	     9	   681	   682	   672	     9	     1
NM_133203	   141	   963	  1177	   822	   141	   214
NM_008463	   108	   909	  1151	   801	   108	   242
NM_053151	   109	   898	  1137	   789	   109	   239
NM_001101620	   145	   946	  1178	   801	   145	   232
NM_001252577	   145	   937	   959	   792	   145	    22
NM_010650	    82	   874	  1105	   792	    82	   231
NM_010649	   157	   940	   962	   783	   157	    22
NM_053153	   144	   936	  1230	   792	   144	   294
NM_001110323	   130	   973	  1042	   843	   130	    69
NM_010651	   163	   964	  1194	   801	   163	   230
NM_014194	    70	   874	  1075	   804	    70	   201
NM_008459	     6	   807	   823	   801	     6	    16
NM_016659	   576	  1365	  1667	   789	   576	   302
NM_010648	   174	   975	  1290	   801	   174	   315
NM_024470	   123	   923	   935	   800	   123	    12
NM_001289605	   208	  1009	  1246	   801	   208	   237
NM_001289604	   174	   975	  1212	   801	   174	   237
NM_025564	    79	   526	   766	   447	    79	   240
NM_001170851	   166	  1132	  1886	   966	   166	   754
NM_008462	   166	  1033	  1787	   867	   166	   754
NM_172891	   845	  2135	  3378	  1290	   845	  1243
NM_001327860	   417	   726	   966	   309	   417	   240
NM_011733	   195	  1074	  1655	   879	   195	   581
NM_139117	   195	  1281	  1862	  1086	   195	   581
NM_001244628	    22	   550	   602	   528	    22	    52
NM_001347484	    16	   544	   602	   528	    16	    58
NM_207016	     0	   927	   927	   927	     0	     0
NM_207011	     0	   909	   909	   909	     0	     0
NM_199156	     0	   939	   939	   939	     0	     0
NM_207019	     0	   930	   930	   930	     0	     0
NM_020501	     0	   903	   903	   903	     0	     0
NM_199154	    65	   992	  1032	   927	    65	    40
NM_198669	     5	  1520	  1621	  1515	     5	   101
NM_001024705	    14	   905	  1284	   891	    14	   379
NM_001177588	    27	   879	   916	   852	    27	    37
NM_011174	     0	   870	   870	   870	     0	     0
NM_001142969	    31	   334	   484	   303	    31	   150
NM_031499	     0	   951	   951	   951	     0	     0
NM_199153	     0	  1044	  1044	  1044	     0	     0
NM_207026	     0	   930	   930	   930	     0	     0
NM_001039128	     0	   930	   930	   930	     0	     0
NM_207020	     0	   933	   933	   933	     0	     0
NM_207023	     0	   888	   888	   888	     0	     0
NM_207024	     0	   918	   918	   918	     0	     0
NM_207025	     0	  1002	  1002	  1002	     0	     0
NM_053212	     0	   918	   918	   918	     0	     0
NM_207021	     0	   993	   993	   993	     0	     0
NM_207018	     0	   930	   930	   930	     0	     0
NM_181276	     0	   984	   984	   984	     0	     0
NM_199155	     0	  1002	  1002	  1002	     0	     0
NM_207027	     0	   936	   936	   936	     0	     0
NM_053211	     0	   939	   939	   939	     0	     0
NM_207030	     0	   933	   933	   933	     0	     0
NM_207029	     0	   963	   963	   963	     0	     0
NM_207017	     0	   951	   951	   951	     0	     0
NM_021562	     0	   939	   939	   939	     0	     0
NM_001163445	   175	   379	  2512	   204	   175	  2133
NM_001271582	   175	   379	   474	   204	   175	    95
NM_001271583	   175	   445	   593	   270	   175	   148
NM_027784	    35	   557	   647	   522	    35	    90
NM_001185040	    35	   560	   648	   525	    35	    88
NM_001177652	    29	   527	   647	   498	    29	   120
NM_010594	    44	   410	   608	   366	    44	   198
NM_025778	   248	  1235	  2220	   987	   248	   985
NM_001170479	   115	   706	  1619	   591	   115	   913
NM_026371	   260	   848	  1761	   588	   260	   913
NM_177687	   231	   603	  2536	   372	   231	  1933
NM_001109914	    32	   773	  3284	   741	    32	  2511
NM_009875	   519	  1113	  2405	   594	   519	  1292
NM_001205396	   147	  1182	  1385	  1035	   147	   203
NM_026360	    30	  1398	  1764	  1368	    30	   366
NM_181444	   125	  1196	  2071	  1071	   125	   875
NM_053118	   147	  1050	  1317	   903	   147	   267
NM_013546	   118	   691	  1061	   573	   118	   370
NM_010352	   264	  1362	  1435	  1098	   264	    73
NM_028982	    78	  1953	  4209	  1875	    78	  2256
NM_001080552	    42	  1149	  1222	  1107	    42	    73
NM_001080553	   204	  1302	  1375	  1098	   204	    73
NM_001288627	   247	   730	  2763	   483	   247	  2033
NM_029595	    37	   601	  1256	   564	    37	   655
NM_001288628	   400	   799	  2832	   399	   400	  2033
NM_010128	   205	   688	  2721	   483	   205	  2033
NM_001201390	   299	  1415	  1811	  1116	   299	   396
NM_001142734	   132	  1368	  1573	  1236	   132	   205
NM_025806	   214	  1867	  1974	  1653	   214	   107
NM_177688	    92	   482	  1827	   390	    92	  1345
NM_175652	    52	   364	   439	   312	    52	    75
NM_021714	   242	  2168	  2722	  1926	   242	   554
NM_001039558	   108	   786	  2052	   678	   108	  1266
NM_026639	   357	  1260	  2384	   903	   357	  1124
NM_023898	    92	   344	   558	   252	    92	   214
NM_026983	    58	   877	   953	   819	    58	    76
NM_007486	   118	   721	  1187	   603	   118	   466
NM_001301301	    99	   702	  1168	   603	    99	   466
NM_001301309	   158	   512	   978	   354	   158	   466
NM_001301305	    78	   681	  1147	   603	    78	   466
NM_001301303	    86	   689	  1155	   603	    86	   466
NM_001301308	   177	   531	   997	   354	   177	   466
NM_008597	    93	   408	   617	   315	    93	   209
NM_001164403	   396	  1530	  4083	  1134	   396	  2553
NM_001164402	   396	  1614	  4167	  1218	   396	  2553
NM_011499	   273	  1326	  2644	  1053	   273	  1318
NM_015777	     0	  1032	  1353	  1032	     0	   321
NM_001128090	    35	   650	   682	   615	    35	    32
NM_054066	   189	  2133	  2182	  1944	   189	    49
NM_007605	   152	  1052	  1262	   900	   152	   210
NM_020495	   197	  2267	  3296	  2070	   197	  1029
NM_013797	   324	  2337	  3967	  2013	   324	  1630
NM_001081318	     0	  1953	  1953	  1953	     0	     0
NM_023718	   174	  2187	  2804	  2013	   174	   617
NM_010491	    98	   380	   695	   282	    98	   315
NM_001267707	   176	  2189	  2624	  2013	   176	   435
NM_130861	   124	  2137	  2572	  2013	   124	   435
NM_183165	    36	  1533	  2155	  1497	    36	   622
NM_001204907	    98	  1994	  2163	  1896	    98	   169
NM_025872	   102	   519	  2796	   417	   102	  2277
NM_001204906	    98	  2003	  3067	  1905	    98	  1064
NM_145572	   308	  2423	  2657	  2115	   308	   234
NM_001242345	    10	   367	  1536	   357	    10	  1169
NM_023042	    98	  2045	  3389	  1947	    98	  1344
NM_008492	   111	  1116	  1304	  1005	   111	   188
NM_008428	   505	  1780	  2548	  1275	   505	   768
NM_001302765	   111	   891	  1180	   780	   111	   289
NM_001316322	   111	  1137	  1304	  1026	   111	   167
NM_001330363	   500	  1775	  2543	  1275	   500	   768
NM_001330366	   505	   889	  2514	   384	   505	  1625
NM_009908	    87	  1386	  1760	  1299	    87	   374
NM_001145390	    76	   949	  1475	   873	    76	   526
NM_029897	   249	  3249	  4337	  3000	   249	  1088
NM_029081	   249	  3300	  4388	  3051	   249	  1088
NM_001286578	   671	  3128	  4216	  2457	   671	  1088
NM_001109688	   249	  3222	  4310	  2973	   249	  1088
NM_029250	   251	  1343	  6434	  1092	   251	  5091
NM_001024468	    43	  1405	  7833	  1362	    43	  6428
NM_007532	   263	  1424	  7852	  1161	   263	  6428
NM_001281981	   343	  1834	  2082	  1491	   343	   248
NM_001281980	   173	  1793	  2041	  1620	   173	   248
NM_001163628	   386	   647	  1623	   261	   386	   976
NM_177222	   161	  2354	  2534	  2193	   161	   180
NM_133688	   149	   410	  1386	   261	   149	   976
NM_008511	   445	  2065	  2313	  1620	   445	   248
NM_028742	   179	  1421	  1534	  1242	   179	   113
NM_001271768	   153	   549	  6124	   396	   153	  5575
NM_024469	   153	  1386	  5995	  1233	   153	  4609
NM_027760	    77	  1337	  1733	  1260	    77	   396
NM_001310837	   167	   590	  4320	   423	   167	  3730
NM_010656	    27	   678	  4408	   651	    27	  3730
NM_025315	    32	   467	   780	   435	    32	   313
NM_026218	   300	  1062	  2828	   762	   300	  1766
NM_026281	   131	  1829	  3312	  1698	   131	  1483
NM_138757	   546	  2745	  3059	  2199	   546	   314
NM_001347513	   308	   956	  2722	   648	   308	  1766
NM_172734	   129	  1524	  4617	  1395	   129	  3093
NM_001346666	   283	  1327	  4414	  1044	   283	  3087
NM_027059	   165	  1209	  1268	  1044	   165	    59
NM_001289679	     0	  1710	  2593	  1710	     0	   883
NM_172309	     0	  1740	  2623	  1740	     0	   883
NM_001289681	   596	  1664	  2547	  1068	   596	   883
NM_001289680	     0	  1713	  2596	  1713	     0	   883
NM_028509	   177	  1083	  2034	   906	   177	   951
NM_025620	   128	   821	   982	   693	   128	   161
NM_001164236	   177	  1080	  2031	   903	   177	   951
NM_001081237	   457	  1939	  6571	  1482	   457	  4632
NM_001034903	    68	  1082	  1123	  1014	    68	    41
NM_008970	   454	   982	  1441	   528	   454	   459
NM_026168	   442	  1576	  3935	  1134	   442	  2359
NM_001286560	   582	  1467	  3826	   885	   582	  2359
NM_001081113	   220	  3253	  5359	  3033	   220	  2106
NM_181541	   263	  3359	  3697	  3096	   263	   338
NM_001301351	   263	  2699	  3037	  2436	   263	   338
NM_019643	   160	   826	  2638	   666	   160	  1812
NM_001252096	   327	  1095	  1580	   768	   327	   485
NM_177101	   308	  1076	  1561	   768	   308	   485
NM_001252094	   437	  1205	  1690	   768	   437	   485
NM_001252095	   418	  1186	  1671	   768	   418	   485
NM_001252097	   280	   667	  1152	   387	   280	   485
NM_001289662	   582	  5148	  6062	  4566	   582	   914
NM_001289661	   669	  5235	  6149	  4566	   669	   914
NM_026054	   600	  5166	  6080	  4566	   600	   914
NM_001033877	   101	  3470	  6029	  3369	   101	  2559
NM_007400	   220	  2932	  7675	  2712	   220	  4743
NM_009728	   253	  4780	  5469	  4527	   253	   689
NM_001037906	    39	  2472	  2812	  2433	    39	   340
NM_178780	    38	   725	  1920	   687	    38	  1195
NM_175645	   200	  3062	  3070	  2862	   200	     8
NM_001081022	    66	  4899	  6191	  4833	    66	  1292
NM_029332	   226	  8557	 12543	  8331	   226	  3986
NM_001243047	   299	  1304	  5933	  1005	   299	  4629
NM_001243046	   175	  1621	  6250	  1446	   175	  4629
NM_011807	   221	  2780	  7409	  2559	   221	  4629
NM_001038624	    38	  1142	  5267	  1104	    38	  4125
NM_001311161	    45	  1146	  5271	  1101	    45	  4125
NM_001024928	   122	  1952	  3671	  1830	   122	  1719
NM_001184980	    78	   936	  1046	   858	    78	   110
NM_001104644	     0	  2421	  2421	  2421	     0	     0
NM_021307	   151	  2791	  3507	  2640	   151	   716
NM_010950	   177	  1992	  2733	  1815	   177	   741
NM_025616	    14	  1076	  1179	  1062	    14	   103
NM_001081028	   616	  5947	  7713	  5331	   616	  1766
NM_172385	   341	  4250	  4411	  3909	   341	   161
NM_172298	   132	  3378	  5002	  3246	   132	  1624
NM_001111016	   673	  7789	 11056	  7116	   673	  3267
NM_011510	    84	  4851	  4952	  4767	    84	   101
NM_001308537	    61	   967	  1016	   906	    61	    49
NM_026555	   124	  1111	  1453	   987	   124	   342
NM_175272	   752	  8051	 11318	  7299	   752	  3267
NM_001038701	    51	  1473	  5515	  1422	    51	  4042
NM_008071	   103	  1525	  5567	  1422	   103	  4042
NM_183087	   205	  1753	  4754	  1548	   205	  3001
NM_023908	   190	  2323	  4697	  2133	   190	  2374
NM_177740	   355	  1720	  3586	  1365	   355	  1866
NM_010513	   602	  4712	 11978	  4110	   602	  7266
NM_001038643	   190	  2269	  2857	  2079	   190	   588
NM_001199224	     0	  3369	  3369	  3369	     0	     0
NM_029835	   144	  5814	  7196	  5670	   144	  1382
NM_016721	   136	  5110	  7359	  4974	   136	  2249
NM_026077	    69	   450	   857	   381	    69	   407
NM_001252521	   341	  2300	  4150	  1959	   341	  1850
NM_001081414	   718	  4234	  8428	  3516	   718	  4194
NM_001252522	   341	  2174	  4024	  1833	   341	  1850
NM_001252524	   341	  2135	  3985	  1794	   341	  1850
NM_001105190	     0	  2556	  2556	  2556	     0	     0
NM_001252523	   341	  2159	  4009	  1818	   341	  1850
NM_001143834	   718	  4330	  8524	  3612	   718	  4194
NM_146194	   341	  2324	  4174	  1983	   341	  1850
NM_001252520	   341	  2309	  4159	  1968	   341	  1850
NM_011858	   279	  8670	 13171	  8391	   279	  4501
NM_027256	   141	  3036	  3244	  2895	   141	   208
NM_001310762	   567	  9045	 13546	  8478	   567	  4501
NM_001310760	   465	  8967	 13468	  8502	   465	  4501
NM_001243039	   311	  7595	  9036	  7284	   311	  1441
NM_001243040	   117	  7401	  8842	  7284	   117	  1441
NM_029000	   314	  7598	  9039	  7284	   314	  1441
NM_001039160	   120	  7404	  8845	  7284	   120	  1441
NM_009191	    43	  2077	  4492	  2034	    43	  2415
NM_007887	   171	  1752	  2649	  1581	   171	   897
NM_011083	   216	  5277	  8042	  5061	   216	  2765
NM_007489	   520	  2401	  2908	  1881	   520	   507
NM_001243048	   266	  2108	  2615	  1842	   266	   507
NM_178758	   192	  1929	  2491	  1737	   192	   562
NM_019430	    30	   978	  1526	   948	    30	   548
NM_001033380	   641	  2249	  6864	  1608	   641	  4615
NM_007769	     9	  5850	  6243	  5841	     9	   393
NM_018867	   128	  2423	  3506	  2295	   128	  1083
NM_001163775	  1097	  4820	  5249	  3723	  1097	   429
NM_001163774	  1097	  4265	  4985	  3168	  1097	   720
NM_133351	   231	  1251	  1860	  1020	   231	   609
NM_001347632	     9	  5883	  6276	  5874	     9	   393
NM_001127363	   281	  1520	  2826	  1239	   281	  1306
NM_183144	   281	  1550	  2775	  1269	   281	  1225
NM_178642	    97	  3151	  4601	  3054	    97	  1450
NM_001242349	    97	  3142	  4592	  3045	    97	  1450
NM_001289428	    66	  2053	  3431	  1987	    66	  1378
NM_181820	    75	  2160	  2346	  2085	    75	   186
NM_133190	   183	  1455	  1455	  1272	   183	     0
NM_001145013	    51	   915	  1445	   864	    51	   530
NM_177887	   276	   648	  2824	   372	   276	  2176
NM_026158	   122	   755	  1065	   633	   122	   310
NM_138954	   283	  1147	  1677	   864	   283	   530
NM_001142792	   107	   824	  1025	   717	   107	   201
NM_207270	   370	  3286	  4020	  2916	   370	   734
NM_001290994	  1480	  4090	  7540	  2610	  1480	  3450
NM_011769	   281	  2021	  3501	  1740	   281	  1480
NM_021323	  1416	  4026	  7476	  2610	  1416	  3450
NM_001134752	   164	   494	  2190	   330	   164	  1696
NM_145577	   203	  1454	  2772	  1251	   203	  1318
NM_001105063	     0	  2559	  2559	  2559	     0	     0
NM_198961	    34	  2572	  2846	  2538	    34	   274
NM_001105072	     0	  2559	  2559	  2559	     0	     0
NM_001105151	     0	  2559	  2559	  2559	     0	     0
NM_001105151	     0	  2559	  2559	  2559	     0	     0
NM_001105179	     0	  2559	  2559	  2559	     0	     0
NM_145848	   779	  1703	  2037	   924	   779	   334
NM_001013765	   204	  1725	  2276	  1521	   204	   551
NM_001104648	     0	  2340	  2340	  2340	     0	     0
NM_022981	   391	  2890	  3549	  2499	   391	   659
NM_009286	    53	   638	   741	   585	    53	   103
NM_001199306	   227	  1076	  2097	   849	   227	  1021
NM_175250	   277	  1126	  2147	   849	   277	  1021
NM_001081418	   107	  4844	  5360	  4737	   107	   516
NM_001173550	   191	  1247	  2540	  1056	   191	  1293
NM_019748	   146	  1199	  1985	  1053	   146	   786
NM_133727	    83	  1376	  1649	  1293	    83	   273
NM_007577	   130	  1186	  2481	  1056	   130	  1295
NM_001285891	   146	  1199	  1850	  1053	   146	   651
NM_001285892	   146	  1133	  1751	   987	   146	   618
NM_172739	   713	  5213	  8393	  4500	   713	  3180
NM_016868	    83	  2072	  6947	  1989	    83	  4875
NM_001162950	    46	  2041	  6916	  1995	    46	  4875
NM_008967	   295	  1543	  3334	  1248	   295	  1791
NM_001029893	   158	  1586	  2058	  1428	   158	   472
NM_020261	   194	  1610	  2179	  1416	   194	   569
NM_011963	   190	  1621	  1657	  1431	   190	    36
NM_001163685	   176	   968	  1840	   792	   176	   872
NM_001282022	   336	  1434	  2221	  1098	   336	   787
NM_001286038	   216	  1743	  1944	  1527	   216	   201
NM_001286039	    92	  1619	  1820	  1527	    92	   201
NM_001282021	   336	  1461	  2248	  1125	   336	   787
NM_023224	    27	  1518	  1662	  1491	    27	   144
NM_146182	   121	  1648	  1849	  1527	   121	   201
NM_009499	   336	  1464	  2251	  1128	   336	   787
NM_178757	   372	  2127	  2699	  1755	   372	   572
NM_175530	   158	  1970	  2962	  1812	   158	   992
NM_019649	    25	  2020	  4131	  1995	    25	  2111
NM_001161844	    27	  1386	  1530	  1359	    27	   144
NM_194058	   133	  3145	  3344	  3012	   133	   199
NM_030736	  1352	  2276	  2438	   924	  1352	   162
NM_001270494	   101	  1007	  1414	   906	   101	   407
NM_001004194	    90	  3027	  3382	  2937	    90	   355
NM_008488	   161	  2921	  3262	  2760	   161	   341
NM_008168	   380	  3320	  3838	  2940	   380	   518
NM_001130151	   161	  3092	  3433	  2931	   161	   341
NM_001290461	   505	  1075	  1227	   570	   505	   152
NM_146183	   482	  1013	  1165	   531	   482	   152
NM_001163510	   174	  1452	  2037	  1278	   174	   585
NM_008433	   174	  1452	  1952	  1278	   174	   500
NM_175142	   482	  1052	  1204	   570	   482	   152
NM_001130153	   161	  2924	  3265	  2763	   161	   341
NM_001130150	   161	  3101	  3442	  2940	   161	   341
NM_007813	    25	  1501	  1876	  1476	    25	   375
NM_011577	   867	  2040	  2175	  1173	   867	   135
NM_008776	   131	   830	   870	   699	   131	    40
NM_007817	    81	  1557	  1820	  1476	    81	   263
NM_032610	   142	  7828	  8737	  7686	   142	   909
NM_028538	   251	  2510	  5158	  2259	   251	  2648
NM_001271370	    32	  2102	  2477	  2070	    32	   375
NM_011874	    74	  1331	  1436	  1257	    74	   105
NM_001037957	   259	  2149	  2524	  1890	   259	   375
NM_028417	     3	   723	   904	   720	     3	   181
NM_001199234	   105	  3831	  4740	  3726	   105	   909
NM_001033315	   256	  2107	  2414	  1851	   256	   307
NM_001199236	    89	  3815	  4724	  3726	    89	   909
NM_001199235	   226	  3952	  4861	  3726	   226	   909
NM_010092	   259	  2029	  2404	  1770	   259	   375
NM_010707	    12	   913	   980	   901	    12	    67
NM_010706	   388	  1369	  1439	   981	   388	    70
NM_022024	   125	   554	  1006	   429	   125	   452
NM_009109	   136	 15244	 15362	 15108	   136	   118
NM_001290550	   151	   457	   909	   306	   151	   452
NM_027470	   285	  2067	  2898	  1782	   285	   831
NM_001039192	   102	   531	   983	   429	   102	   452
NM_001033525	    39	   981	  4089	   942	    39	  3108
NM_001167873	   532	  2545	  7180	  2013	   532	  4635
NM_001167872	   532	  2548	  7183	  2016	   532	  4635
NM_146186	    86	  4661	  4744	  4575	    86	    83
NM_001033355	   525	  2541	  7176	  2016	   525	  4635
NM_183321	   180	  2085	  2466	  1905	   180	   381
NM_144556	    86	  1700	  3444	  1614	    86	  1744
NM_008155	   123	  1800	  2887	  1677	   123	  1087
NM_028034	   207	  1431	  1621	  1224	   207	   190
NM_027897	   106	  2167	  3439	  2061	   106	  1272
NM_008820	    31	  1513	  1853	  1482	    31	   340
NM_175140	   452	  1706	  2397	  1254	   452	   691
NM_177739	   249	  3075	  6690	  2826	   249	  3615
NM_011274	   332	  1928	  3451	  1596	   332	  1523
NM_001243021	   133	  1897	  1980	  1764	   133	    83
NM_177764	     0	  2592	  2592	  2592	     0	     0
NM_001033782	   145	  2719	  3033	  2574	   145	   314
NM_019974	   189	   939	  1264	   750	   189	   325
NM_001177373	   142	   973	  1298	   831	   142	   325
NM_028236	    25	  1156	  1937	  1131	    25	   781
NM_001077591	    44	  1622	  1832	  1578	    44	   210
NM_011651	    44	  1802	  1827	  1758	    44	    25
NM_053074	   472	  2053	  3746	  1581	   472	  1693
NM_001171024	   285	  2202	  2300	  1917	   285	    98
NM_017465	   102	  1119	  1136	  1017	   102	    17
NM_001285498	   128	  1466	  2157	  1338	   128	   691
NM_029741	   376	  3961	  4866	  3585	   376	   905
NM_018795	     5	  4502	  4958	  4497	     5	   456
NM_001285500	    86	  1319	  2010	  1233	    86	   691
NM_011565	    86	  1424	  2115	  1338	    86	   691
NM_027903	    33	  1035	  2738	  1002	    33	  1703
NM_133950	   171	   810	  1525	   639	   171	   715
NM_001040695	    86	  1502	  4607	  1416	    86	  3105
NM_001112739	  1210	  2968	  4336	  1758	  1210	  1368
NM_001276372	   122	   590	   612	   468	   122	    22
NM_009414	   433	  1777	  4562	  1344	   433	  2785
NM_001136084	   122	  1466	  4251	  1344	   122	  2785
NM_008421	  1210	  2746	  7788	  1536	  1210	  5042
NM_001167864	   502	  3784	  4708	  3282	   502	   924
NM_013789	    35	  1430	  1460	  1395	    35	    30
NM_013624	    42	  8778	 10043	  8736	    42	  1265
NM_001005248	   478	  3859	  4783	  3381	   478	   924
NM_001005247	   502	  3883	  4807	  3381	   502	   924
NM_001172588	    59	  1055	  1239	   996	    59	   184
NM_001034868	   109	  1168	  4559	  1059	   109	  3391
NM_001146013	    80	  2480	  2549	  2400	    80	    69
NM_148931	    22	  2398	  2467	  2376	    22	    69
NM_133740	   119	  1706	  2495	  1587	   119	   789
NM_177694	   206	  2921	  7783	  2715	   206	  4862
NM_080853	   805	  2554	  4320	  1749	   805	  1766
NM_001271879	   206	  2771	  7633	  2565	   206	  4862
NM_001330607	   292	  1237	  2189	   945	   292	   952
NM_001330608	   921	  1692	  2644	   771	   921	   952
NM_008087	   421	  1366	  2318	   945	   421	   952
NM_178705	   714	  1752	  5274	  1038	   714	  3522
NM_021879	   130	  2632	  3120	  2502	   130	   488
NM_010418	   169	 14680	 15346	 14511	   169	   666
NM_008074	    98	  1502	  1673	  1404	    98	   171
NM_176942	   344	  1736	  2674	  1392	   344	   938
NM_001033962	   563	  3113	  4910	  2550	   563	  1797
NM_011668	   687	  3300	  5097	  2613	   687	  1797
NM_173010	   565	  2854	  3888	  2289	   565	  1034
NM_001349693	  1073	  1796	  2541	   723	  1073	   745
NM_001082961	   577	  1300	  2045	   723	   577	   745
NM_001082962	   621	  1344	  2089	   723	   621	   745
NM_001349692	  1279	  2002	  2747	   723	  1279	   745
NM_001349691	   606	  1329	  2074	   723	   606	   745
NM_001349690	  1332	  2055	  2800	   723	  1332	   745
NM_130880	   384	  3165	  3461	  2781	   384	   296
NM_007390	    50	  1559	  2091	  1509	    50	   532
NM_177893	   412	  3475	  3475	  3063	   412	     0
NM_001291167	   281	  2534	  3268	  2253	   281	   734
NM_007461	   332	  2585	  3319	  2253	   332	   734
NM_001291166	   335	  2588	  3322	  2253	   335	   734
NM_001039104	   197	  5066	  5695	  4869	   197	   629
NM_001291184	    35	  2876	  4259	  2841	    35	  1383
NM_172310	    47	  2420	  3194	  2373	    47	   774
NM_011048	    35	  2915	  4298	  2880	    35	  1383
NM_146191	   240	  6285	  7454	  6045	   240	  1169
NM_152815	   345	  2640	  5243	  2295	   345	  2603
NM_001191001	   345	  2625	  5228	  2280	   345	  2603
NM_001291196	   900	  1956	  5661	  1056	   900	  3705
NM_001291195	   336	  1809	  5514	  1473	   336	  3705
NM_027413	   128	   593	  1846	   465	   128	  1253
NM_175124	   128	  1232	  2928	  1104	   128	  1696
NM_001033713	   336	  1833	  5538	  1497	   336	  3705
NM_001291192	   356	  1835	  5540	  1479	   356	  3705
NM_001291191	   356	  1835	  5540	  1479	   356	  3705
NM_001013811	    37	  1051	  2821	  1014	    37	  1770
NM_001024703	   193	  2830	  5789	  2637	   193	  2959
NM_001081345	   572	  6056	  9071	  5484	   572	  3015
NM_153579	   771	  2823	  5523	  2052	   771	  2700
NM_001109753	   564	  2616	  5316	  2052	   564	  2700
NM_182809	    55	  1894	  3832	  1839	    55	  1938
NM_008746	    55	  2533	  2978	  2478	    55	   445
NM_001162939	   152	  1049	  2466	   897	   152	  1417
NM_145946	    73	  4066	  4619	  3993	    73	   553
NM_026531	   152	  1163	  2580	  1011	   152	  1417
NM_018811	   180	  1458	  2903	  1278	   180	  1445
NM_013659	   285	  2757	  3946	  2472	   285	  1189
NM_008486	   101	  3002	  3423	  2901	   101	   421
NM_175433	   284	  2285	  4532	  2001	   284	  2247
NM_007550	   343	  4603	  4869	  4260	   343	   266
NM_173863	   139	  1999	  5110	  1860	   139	  3111
NM_001042527	    81	  4332	  4598	  4251	    81	   266
NM_001146000	   201	  2139	  4547	  1938	   201	  2408
NM_001145999	   201	  2202	  4449	  2001	   201	  2247
NM_001164087	   337	  1210	 10982	   873	   337	  9772
NM_178707	   204	  3993	  7292	  3789	   204	  3299
NM_001252526	   110	  1781	  3096	  1671	   110	  1315
NM_008803	   111	  2583	  2683	  2472	   111	   100
